,location,total_sqft,bath,price,bhk,encoded_loc
5122,Kengeri,1200.0,2,58.0,2,135
5123,Mysore Road,940.0,2,43.61,2,166
5124,Dodda Nekkundi,1829.0,3,125.0,3,67
5125,others,1000.0,2,60.0,2,230
5126,others,5720.0,3,350.0,3,230
5127,Hebbal,1390.0,2,95.0,2,92
5128,Lakshminarayana Pura,1500.0,3,104.0,3,153
5129,Vijayanagar,2047.0,3,136.0,3,220
5130,Jakkur,1202.0,2,79.0,2,110
5131,others,1012.0,2,59.0,2,230
5132,Gunjur,2132.0,3,80.0,3,85
5133,Whitefield,605.0,1,40.0,1,224
5134,Harlur,1331.0,2,88.0,2,91
5135,Margondanahalli,1200.0,2,69.0,2,162
5136,others,1280.0,2,49.0,3,230
5137,Balagere,1007.0,2,62.0,2,25
5138,Thanisandra,1370.0,2,61.0,3,209
5139,others,925.0,2,35.0,2,230
5140,TC Palaya,1500.0,2,75.0,2,207
5141,Hennur Road,1341.0,2,95.0,2,96
5142,others,1350.0,2,47.25,3,230
5143,Tumkur Road,992.0,2,60.0,2,214
5144,Uttarahalli,1163.0,2,68.0,2,216
5145,Sarjapur  Road,1229.0,2,70.0,2,194
5146,others,600.0,2,39.0,2,230
5147,Electronic City Phase II,1219.0,2,61.26,2,75
5148,Raja Rajeshwari Nagar,1525.0,2,99.13,3,184
5149,Kasavanhalli,1147.0,2,60.0,2,130
5150,Akshaya Nagar,1412.0,2,88.0,3,11
5151,Sarjapur  Road,1044.0,2,34.77,2,194
5152,Nagarbhavi,1190.0,2,63.0,2,169
5153,others,1240.0,2,65.0,3,230
5154,Jigani,1352.0,3,65.0,3,113
5155,others,1100.0,2,55.0,2,230
5156,Uttarahalli,1330.0,2,39.9,3,216
5157,others,1700.0,3,111.0,3,230
5158,Electronic City,1355.0,2,67.0,2,74
5159,Ramamurthy Nagar,1200.0,2,46.0,2,188
5160,Kengeri,400.0,2,25.0,1,135
5161,Sarjapur  Road,1342.0,2,70.0,2,194
5162,Begur Road,1615.0,3,50.87,3,39
5163,others,1340.0,2,65.0,2,230
5164,Devanahalli,1080.0,2,52.0,2,65
5165,Hennur Road,2700.0,3,150.0,3,96
5166,others,1780.0,3,110.0,3,230
5167,Amruthahalli,1605.0,3,65.0,3,14
5168,Kammanahalli,1200.0,2,80.0,2,124
5169,Margondanahalli,900.0,2,49.0,2,162
5170,Sarjapur,1830.0,3,88.0,3,193
5171,others,1800.0,4,68.0,5,230
5172,Uttarahalli,1065.0,2,42.59,2,216
5173,others,900.0,2,65.0,3,230
5174,others,946.0,2,45.0,2,230
5175,Laggere,1500.0,1,60.0,1,152
5176,Sarjapur  Road,1711.0,3,110.0,3,194
5177,Kudlu Gate,1656.0,3,80.0,3,148
5178,Uttarahalli,1075.0,2,46.76,2,216
5179,Harlur,1752.12,3,133.0,3,91
5180,others,1540.0,3,85.0,3,230
5181,LB Shastri Nagar,665.0,1,32.0,1,151
5182,Sector 2 HSR Layout,1665.0,3,110.0,3,196
5183,Electronics City Phase 1,1145.0,2,54.0,2,76
5184,Whitefield,1185.0,2,41.0,2,224
5185,Marathahalli,1693.0,3,125.0,3,161
5186,Uttarahalli,1155.0,2,40.6,2,216
5187,others,1610.0,2,64.4,3,230
5188,Whitefield,1200.0,3,56.58,3,224
5189,EPIP Zone,1709.0,3,80.0,3,73
5190,Gottigere,1400.0,2,50.0,3,82
5191,KR Puram,1200.0,2,42.0,2,115
5192,others,1439.0,3,57.23,3,230
5193,Kasavanhalli,1375.0,2,72.0,2,130
5194,Vijayanagar,1200.0,2,75.0,3,220
5195,Yelahanka,1315.0,2,75.0,2,226
5196,Vijayanagar,1178.0,2,82.0,2,220
5197,Bannerghatta Road,1430.0,3,59.0,3,34
5198,Mahadevpura,1400.0,2,65.8,3,156
5199,Thanisandra,1093.0,2,72.0,2,209
5200,Horamavu Banaswadi,1200.0,2,45.0,2,99
5201,Magadi Road,5000.0,6,360.0,5,155
5202,Whitefield,2210.0,3,156.0,3,224
5203,Uttarahalli,1150.0,2,70.0,2,216
5204,others,1435.0,2,60.0,3,230
5205,Whitefield,1173.0,2,78.2,2,224
5206,Thanisandra,1140.0,2,39.0,2,209
5207,others,1717.0,3,120.0,3,230
5208,Mallasandra,1325.0,2,65.0,2,158
5209,Hoodi,1370.0,3,67.0,3,97
5210,others,1409.0,2,62.0,3,230
5211,Bellandur,1200.0,2,52.0,2,40
5212,Thanisandra,1200.0,2,53.5,2,209
5213,Whitefield,1740.0,4,130.0,3,224
5214,Hennur Road,1232.0,2,88.0,2,96
5215,Chandapura,1200.0,2,36.0,2,55
5216,others,1250.0,2,50.0,2,230
5217,Bommanahalli,2100.0,4,85.0,4,47
5218,5th Phase JP Nagar,552.0,1,23.5,1,4
5219,Uttarahalli,1065.0,2,42.59,3,216
5220,others,1225.0,2,65.0,2,230
5221,Padmanabhanagar,1067.0,2,52.0,2,178
5222,Sarjapur,1364.0,2,56.0,3,193
5223,others,1750.0,3,75.0,3,230
5224,Bannerghatta Road,1240.0,2,71.0,2,34
5225,Hulimavu,1200.0,2,75.0,2,105
5226,Kaggadasapura,1540.0,3,75.0,3,118
5227,others,1504.0,2,102.0,3,230
5228,others,1116.0,2,49.8,2,230
5229,Hennur Road,2365.0,4,175.0,3,96
5230,Vijayanagar,864.0,2,45.0,2,220
5231,Hoskote,1069.0,2,38.0,3,103
5232,Hebbal,1333.0,2,100.0,2,92
5233,others,1800.0,4,145.0,4,230
5234,Thanisandra,1698.0,3,107.0,3,209
5235,JP Nagar,1275.0,2,43.6,3,109
5236,Raja Rajeshwari Nagar,1060.0,2,48.0,2,184
5237,Hennur,1160.0,2,49.0,2,95
5238,Sarjapur  Road,1484.0,2,65.0,3,194
5239,Hennur Road,1310.0,2,66.0,2,96
5240,others,3000.0,4,240.0,4,230
5241,Varthur,2145.0,3,165.0,3,217
5242,Jigani,1230.0,3,60.0,3,113
5243,Bommasandra Industrial Area,1310.0,2,37.83,3,49
5244,others,1150.0,2,60.0,2,230
5245,Munnekollal,1385.0,2,66.5,3,164
5246,Tumkur Road,1066.0,2,52.5,2,214
5247,Thanisandra,2293.0,3,80.26,3,209
5248,others,1625.0,3,92.0,3,230
5249,7th Phase JP Nagar,1000.0,2,70.65,2,6
5250,Nagavarapalya,907.0,2,38.0,2,172
5251,Ulsoor,3500.0,4,138.0,4,215
5252,Varthur,1395.0,2,79.0,3,217
5253,others,1180.0,2,50.0,2,230
5254,Banaswadi,1903.0,6,140.0,5,31
5255,Electronic City,1175.0,2,47.0,2,74
5256,others,1272.0,2,51.5,2,230
5257,others,1490.0,2,92.0,3,230
5258,Yeshwanthpur,1144.0,2,67.0,2,229
5259,others,2400.0,5,140.0,4,230
5260,Hormavu,1143.0,2,53.0,2,100
5261,Karuna Nagar,2500.0,3,190.0,3,129
5262,others,1044.0,2,60.0,2,230
5263,Prithvi Layout,1352.0,3,93.0,2,181
5264,Hennur Road,1552.0,3,75.0,3,96
5265,Bellandur,1785.0,3,120.0,3,40
5266,Pai Layout,810.0,2,34.5,2,179
5267,Banashankari Stage V,1650.0,3,51.98,3,29
5268,others,1595.0,3,70.39,3,230
5269,Whitefield,1060.0,2,35.0,2,224
5270,Babusapalaya,1410.0,2,65.0,3,24
5271,Nagarbhavi,1523.0,2,56.0,3,169
5272,Kanakpura Road,1591.0,3,122.0,3,127
5273,others,1640.0,3,84.0,3,230
5274,Yelahanka New Town,450.0,1,16.0,1,227
5275,Bannerghatta Road,1305.0,2,60.0,3,34
5276,Yelahanka,1590.0,3,54.0,3,226
5277,Kaggadasapura,1240.0,2,45.0,2,118
5278,others,1200.0,2,54.0,2,230
5279,Dodda Nekkundi,1100.0,2,41.16,2,67
5280,Channasandra,1310.0,2,45.0,3,56
5281,others,959.0,2,42.5,2,230
5282,Yelahanka,1390.0,2,70.21,2,226
5283,Hulimavu,1590.0,2,46.0,2,105
5284,Kenchenahalli,1280.0,2,69.0,3,134
5285,Kasturi Nagar,1000.0,2,58.0,2,131
5286,Marathahalli,1196.0,2,57.9,2,161
5287,Sarjapur  Road,1220.0,3,57.0,3,194
5288,Ambalipura,950.0,2,31.95,2,12
5289,others,1141.0,2,55.0,2,230
5290,5th Phase JP Nagar,1200.0,2,51.0,2,4
5291,Kasavanhalli,1380.0,2,55.0,3,130
5292,Doddathoguru,855.0,2,32.0,2,70
5293,Chandapura,922.0,2,36.0,2,55
5294,others,1200.0,2,43.2,2,230
5295,7th Phase JP Nagar,1070.0,2,42.0,2,6
5296,others,1293.0,2,75.0,2,230
5297,R.T. Nagar,1380.0,2,50.0,3,182
5298,Yelahanka New Town,1599.0,3,80.0,3,227
5299,Nehru Nagar,967.0,2,41.1,2,174
5300,others,1885.0,3,90.0,3,230
5301,others,860.0,2,65.5,2,230
5302,Sarjapur  Road,1050.0,2,63.5,2,194
5303,Marathahalli,1595.0,3,88.0,3,161
5304,Sarjapur  Road,1350.0,2,102.0,2,194
5305,Hebbal,1204.0,2,45.0,2,92
5306,Sarjapur  Road,2990.0,4,240.0,4,194
5307,Sarjapur  Road,1035.0,2,49.0,2,194
5308,others,1000.0,2,29.95,2,230
5309,Sarjapur  Road,1457.0,3,85.0,3,194
5310,Bannerghatta,1100.0,2,66.0,2,33
5311,Whitefield,1655.0,3,120.0,3,224
5312,Kanakpura Road,1691.2,3,115.0,3,127
5313,Ramagondanahalli,1215.0,2,46.1,2,187
5314,Kanakpura Road,1660.0,2,50.125,2,127
5315,Hoodi,1639.0,3,129.0,3,97
5316,Sarjapur  Road,1685.0,3,135.0,3,194
5317,Hormavu,1100.0,2,38.0,2,100
5318,Marathahalli,2122.0,3,125.0,3,161
5319,others,1050.0,2,47.0,2,230
5320,Kengeri,1230.0,2,45.0,2,135
5321,5th Phase JP Nagar,1240.0,3,60.0,3,4
5322,Electronic City Phase II,1252.0,2,65.0,3,75
5323,others,1374.0,2,88.0,3,230
5324,8th Phase JP Nagar,500.0,1,30.0,1,7
5325,Banashankari,1040.0,2,45.0,2,26
5326,Sarjapur  Road,1350.0,2,68.0,2,194
5327,Hennur,2400.0,3,135.0,3,95
5328,Haralur Road,1560.0,3,90.0,3,90
5329,Anandapura,1151.0,2,43.16,2,15
5330,Uttarahalli,1360.0,2,47.59,3,216
5331,others,1250.0,2,60.0,2,230
5332,Hennur Road,1015.0,2,50.0,2,96
5333,Kadugodi,1351.0,2,78.0,3,117
5334,Yelahanka New Town,960.0,2,50.0,2,227
5335,others,1110.0,2,52.0,2,230
5336,R.T. Nagar,1680.0,3,72.0,3,182
5337,Arekere,2400.0,3,180.0,3,20
5338,others,1350.0,3,48.6,3,230
5339,Horamavu Banaswadi,1254.0,2,47.0,2,99
5340,CV Raman Nagar,1051.0,2,61.0,2,53
5341,Uttarahalli,1099.0,2,65.0,2,216
5342,Hebbal,2650.0,4,199.0,3,92
5343,others,2000.0,2,160.0,4,230
5344,Whitefield,1125.0,2,45.0,2,224
5345,Vittasandra,1650.0,3,85.0,3,223
5346,others,834.0,1,62.0,1,230
5347,Gollarapalya Hosahalli,1320.0,3,60.0,3,81
5348,Mysore Road,1500.0,3,74.0,3,166
5349,Kanakpura Road,1590.0,1,125.0,1,127
5350,Whitefield,1180.0,2,70.0,2,224
5351,Kadugodi,1010.0,2,50.0,2,117
5352,Channasandra,1070.0,2,38.0,2,56
5353,Choodasandra,1580.0,3,105.0,3,60
5354,Green Glen Layout,2000.0,3,165.0,3,83
5355,Sanjay nagar,1200.0,2,76.0,3,191
5356,Kalena Agrahara,1040.0,2,45.0,2,121
5357,Hulimavu,1430.0,2,90.0,3,105
5358,Thanisandra,1564.0,3,105.0,3,209
5359,Hormavu,750.0,2,58.0,2,100
5360,Kasavanhalli,1200.0,2,60.0,2,130
5361,Begur Road,1200.0,2,44.4,2,39
5362,others,2000.0,4,135.0,4,230
5363,Yelahanka,1650.0,3,105.0,3,226
5364,Yelahanka,1200.0,2,55.0,2,226
5365,Kengeri Satellite Town,985.0,2,42.0,2,136
5366,Ramagondanahalli,1475.0,2,63.0,3,187
5367,Sarjapur  Road,1157.0,2,53.99,3,194
5368,others,900.0,2,35.0,2,230
5369,Gottigere,2500.0,3,120.0,4,82
5370,GM Palaya,1030.0,2,60.0,2,78
5371,others,1000.0,2,46.0,2,230
5372,Kasavanhalli,4260.0,4,333.0,4,130
5373,Kudlu,1570.0,2,65.94,3,147
5374,Kanakapura,1283.0,2,68.0,2,126
5375,others,1200.0,2,52.0,2,230
5376,Konanakunte,2400.0,2,180.0,3,143
5377,Yelahanka,990.0,2,37.62,2,226
5378,others,1280.0,2,90.0,2,230
5379,others,1190.0,2,55.0,2,230
5380,Yelachenahalli,1100.0,2,60.0,2,225
5381,Harlur,1133.0,2,55.0,2,91
5382,Somasundara Palya,2400.0,3,140.0,4,202
5383,Whitefield,1280.0,2,69.0,2,224
5384,Horamavu Agara,1250.0,3,65.0,3,98
5385,Begur Road,1565.0,2,49.3,3,39
5386,others,1900.0,3,65.0,3,230
5387,Munnekollal,1080.0,2,45.0,2,164
5388,Battarahalli,600.0,1,47.0,1,37
5389,HRBR Layout,1335.0,2,87.0,3,88
5390,JP Nagar,5048.0,2,237.5,3,109
5391,Sarjapur  Road,1385.0,3,55.0,3,194
5392,others,1578.0,3,73.9,3,230
5393,Sarjapur  Road,1700.0,3,79.9,3,194
5394,Vidyaranyapura,1120.0,2,70.0,2,219
5395,Electronic City,435.0,1,22.0,1,74
5396,Magadi Road,1116.0,2,51.89,2,155
5397,Old Madras Road,1480.0,3,95.0,3,177
5398,Hormavu,1000.0,2,50.0,2,100
5399,HSR Layout,1145.0,2,46.0,2,89
5400,Bommasandra,800.0,1,32.0,2,48
5401,Thanisandra,1265.0,2,83.0,2,209
5402,Devanahalli,2425.0,3,88.2,3,65
5403,others,1475.0,2,70.0,2,230
5404,BTM 2nd Stage,1265.0,2,55.0,2,22
5405,Brookefield,1080.0,2,50.0,2,51
5406,Whitefield,2023.0,4,130.0,3,224
5407,others,2400.0,2,125.0,2,230
5408,Kadubeesanahalli,1545.0,2,66.0,3,116
5409,6th Phase JP Nagar,1350.0,2,58.0,3,5
5410,Hoodi,1108.0,2,74.23,2,97
5411,Marathahalli,1730.0,3,115.0,3,161
5412,others,1427.0,2,70.0,3,230
5413,Yelahanka,935.0,2,35.53,2,226
5414,Sarjapura - Attibele Road,1073.0,2,31.77,2,195
5415,Ananth Nagar,960.0,2,37.0,2,16
5416,Thigalarapalya,2215.0,4,150.0,3,210
5417,Electronic City Phase II,1125.0,2,32.49,2,75
5418,Brookefield,1230.0,2,55.0,2,51
5419,Mahadevpura,1438.0,2,89.0,2,156
5420,7th Phase JP Nagar,1080.0,2,75.0,2,6
5421,Uttarahalli,1590.0,3,58.0,3,216
5422,others,1350.0,3,68.0,3,230
5423,Raja Rajeshwari Nagar,1400.0,2,48.0,3,184
5424,Kaggadasapura,1560.0,2,72.0,3,118
5425,Mallasandra,1810.0,3,57.0,4,158
5426,others,2274.24,4,160.0,3,230
5427,Sonnenahalli,1484.0,3,74.18,3,204
5428,others,1455.0,2,55.0,3,230
5429,Thanisandra,2280.0,4,184.0,3,209
5430,Bharathi Nagar,1351.0,2,74.0,2,42
5431,Kanakpura Road,1223.0,2,42.81,3,127
5432,KR Puram,1430.0,2,61.0,3,115
5433,Sarjapur  Road,984.0,2,55.0,2,194
5434,Jalahalli,1770.0,3,100.0,3,111
5435,Margondanahalli,1140.0,2,60.0,2,162
5436,Bommanahalli,1170.0,2,34.0,2,47
5437,others,1570.0,3,80.0,3,230
5438,others,1495.0,2,65.0,3,230
5439,Hoodi,1530.0,2,67.0,3,97
5440,Gunjur,1800.0,3,70.0,3,85
5441,Bellandur,1088.0,2,48.0,2,40
5442,Hosa Road,1533.0,3,98.18,3,101
5443,Rachenahalli,1100.0,2,68.0,2,183
5444,Thubarahalli,1540.0,3,90.0,3,211
5445,Hebbal,1244.0,3,48.0,2,92
5446,Hosa Road,1040.0,2,68.59,2,101
5447,Begur Road,1260.0,2,39.69,2,39
5448,Thigalarapalya,1245.0,2,100.0,2,210
5449,others,1350.0,3,75.0,3,230
5450,Vijayanagar,920.0,2,60.0,2,220
5451,Yelahanka New Town,2095.0,3,109.0,4,227
5452,Begur Road,1100.0,2,71.42,2,39
5453,Vijayanagar,1019.0,2,58.0,2,220
5454,Harlur,1756.0,3,128.0,3,91
5455,Bommasandra,1280.0,3,50.0,3,48
5456,Whitefield,2134.0,4,118.0,3,224
5457,Hosa Road,1369.1,2,98.0,2,101
5458,others,2515.0,4,155.0,3,230
5459,Thigalarapalya,2215.0,4,154.0,3,210
5460,others,1440.0,3,72.0,3,230
5461,Hennur Road,1186.0,2,55.33,3,96
5462,Hebbal,1800.0,3,140.0,3,92
5463,Kudlu,1600.0,3,79.0,3,147
5464,GM Palaya,1000.0,2,35.0,2,78
5465,Kambipura,1082.0,2,45.5,3,123
5466,Nagarbhavi,1050.0,2,80.0,2,169
5467,others,1200.0,2,56.0,2,230
5468,Begur,3500.0,4,185.0,3,38
5469,Dasarahalli,1220.0,2,52.0,2,64
5470,Kanakapura,2130.0,4,120.0,4,126
5471,Harlur,1749.0,3,120.0,3,91
5472,Doddaballapur,1590.0,2,48.0,3,68
5473,others,1670.0,3,75.0,3,230
5474,Hennur Road,2264.0,3,168.0,3,96
5475,Begur,1100.0,2,55.0,2,38
5476,Chandapura,674.0,1,19.9,2,55
5477,Electronics City Phase 1,1125.0,2,65.0,2,76
5478,Nagavara,1125.0,2,44.5,2,171
5479,others,700.0,2,29.0,2,230
5480,BTM Layout,1300.0,2,75.0,3,23
5481,JP Nagar,1600.0,3,83.0,3,109
5482,Magadi Road,1052.0,2,60.0,3,155
5483,Devarachikkanahalli,1130.0,2,36.0,2,66
5484,Electronic City,1500.0,2,63.0,3,74
5485,Gottigere,1230.0,2,52.0,3,82
5486,Haralur Road,1520.0,2,85.0,3,90
5487,Kanakpura Road,525.0,1,26.25,1,127
5488,Hosa Road,1040.0,2,61.0,2,101
5489,others,1300.0,2,67.0,3,230
5490,Old Airport Road,2690.0,4,201.0,4,176
5491,Panathur,1140.0,2,51.2,2,180
5492,Nagavarapalya,646.0,1,25.84,1,172
5493,Kadugodi,1890.0,4,125.0,3,117
5494,Whitefield,1458.0,2,62.0,3,224
5495,Green Glen Layout,1970.0,3,160.0,3,83
5496,Whitefield,1808.0,4,80.0,3,224
5497,Balagere,1007.0,2,67.0,2,25
5498,Doddathoguru,1105.0,2,50.0,2,70
5499,Raja Rajeshwari Nagar,1170.0,2,50.0,2,184
5500,Chandapura,1080.0,2,45.0,2,55
5501,Kaggalipura,1150.0,2,62.0,3,119
5502,Ramamurthy Nagar,1200.0,2,57.9,2,188
5503,Kudlu Gate,1656.0,3,75.0,3,148
5504,KR Puram,1040.0,2,50.0,2,115
5505,Hosur Road,1085.0,2,33.7,2,104
5506,others,1215.0,2,49.75,3,230
5507,NRI Layout,2150.0,4,115.0,4,168
5508,Panathur,1210.0,2,77.0,2,180
5509,others,1050.0,2,55.0,2,230
5510,Malleshpalya,1421.0,2,90.0,2,159
5511,Old Madras Road,1425.0,2,74.31,3,177
5512,Budigere,1162.0,2,58.0,2,52
5513,Whitefield,905.0,1,60.0,1,224
5514,Sarjapur  Road,914.0,2,32.0,2,194
5515,others,1258.0,2,58.0,2,230
5516,Whitefield,1537.0,2,70.0,3,224
5517,Chikkalasandra,1230.0,2,53.51,3,59
5518,Hosur Road,2000.0,4,69.0,4,104
5519,Indira Nagar,3200.0,3,250.0,4,108
5520,Anjanapura,950.0,2,32.0,2,18
5521,Marathahalli,4000.0,4,200.0,4,161
5522,Yelahanka,1282.0,2,48.72,3,226
5523,Jakkur,1220.0,2,49.0,3,110
5524,7th Phase JP Nagar,1415.0,3,65.0,3,6
5525,Green Glen Layout,1728.0,3,125.0,3,83
5526,Yelahanka,3990.0,4,260.0,4,226
5527,Kasavanhalli,1495.0,2,83.0,2,130
5528,Yeshwanthpur,2501.0,3,138.0,3,229
5529,Kanakpura Road,381.0,1,28.0,1,127
5530,Hennur Road,2002.0,3,120.0,3,96
5531,others,3200.0,3,260.0,3,230
5532,Banjara Layout,1200.0,2,70.0,2,32
5533,Bommasandra,1942.0,3,90.0,3,48
5534,others,1450.0,3,90.0,3,230
5535,Electronic City,1039.0,2,50.0,2,74
5536,Old Madras Road,1210.0,2,80.0,2,177
5537,Yelahanka,1620.0,3,90.0,3,226
5538,Hebbal Kempapura,3408.0,3,260.0,3,93
5539,Marathahalli,1314.0,2,55.0,2,161
5540,Bisuvanahalli,945.0,2,33.0,2,46
5541,Nehru Nagar,1374.0,3,72.0,3,174
5542,Kanakpura Road,1603.0,3,113.0,3,127
5543,Kengeri,1230.0,2,52.0,3,135
5544,Basavangudi,670.0,1,50.0,1,35
5545,Sarjapur  Road,1864.0,3,105.0,4,194
5546,Hosa Road,2500.0,3,100.0,3,101
5547,Raja Rajeshwari Nagar,1625.0,2,54.0,3,184
5548,Whitefield,1186.0,2,55.0,2,224
5549,Electronic City,770.0,1,39.9,2,74
5550,Varthur,1085.0,2,45.0,2,217
5551,others,1893.0,3,115.0,3,230
5552,Kundalahalli,1496.0,2,78.0,3,150
5553,Electronics City Phase 1,1550.0,2,82.0,3,76
5554,Marathahalli,1200.0,2,58.17,3,161
5555,Electronic City Phase II,1286.0,2,69.0,2,75
5556,Hebbal,1860.0,3,95.0,3,92
5557,Haralur Road,1243.0,2,45.0,2,90
5558,Brookefield,1200.0,2,75.0,2,51
5559,Sarjapur,1044.0,2,32.0,2,193
5560,7th Phase JP Nagar,1040.0,2,41.59,2,6
5561,8th Phase JP Nagar,1125.0,2,36.94,2,7
5562,Subramanyapura,1278.0,2,59.0,3,205
5563,others,1250.0,2,43.0,2,230
5564,Vijayanagar,2400.0,6,125.0,5,220
5565,Lakshminarayana Pura,1210.0,2,75.0,2,153
5566,Sarjapur  Road,1157.0,2,57.84,3,194
5567,Raja Rajeshwari Nagar,1185.0,2,51.15,2,184
5568,Kalena Agrahara,1450.0,3,100.0,3,121
5569,Old Madras Road,1859.0,3,121.0,3,177
5570,Ramamurthy Nagar,1305.0,3,60.0,3,188
5571,Thanisandra,1165.5,1,35.285,1,209
5572,Kasavanhalli,5000.0,2,400.0,2,130
5573,Sarjapur  Road,1150.0,2,36.8,2,194
5574,Whitefield,1806.0,3,85.0,3,224
5575,Kudlu,1027.0,2,42.0,2,147
5576,Uttarahalli,1002.0,2,40.08,2,216
5577,Electronic City Phase II,1220.0,2,36.21,3,75
5578,Whitefield,1109.0,2,35.22,2,224
5579,Hennur Road,1232.0,2,69.6,2,96
5580,Kalyan nagar,1250.0,2,65.0,2,122
5581,Raja Rajeshwari Nagar,1255.0,2,53.87,2,184
5582,Akshaya Nagar,1434.0,3,84.0,3,11
5583,Doddathoguru,925.0,2,30.0,2,70
5584,Jakkur,1858.0,3,123.0,3,110
5585,others,1205.0,2,70.0,2,230
5586,others,1500.0,3,90.0,3,230
5587,Thanisandra,965.0,2,56.0,2,209
5588,Battarahalli,1636.0,2,82.89,2,37
5589,Whitefield,1216.0,2,67.0,2,224
5590,Yelahanka,654.0,1,36.25,1,226
5591,others,1190.0,2,41.0,2,230
5592,Budigere,1636.0,3,92.0,3,52
5593,Hennur Road,1195.0,2,73.0,2,96
5594,others,1250.0,2,67.0,2,230
5595,Whitefield,1452.0,3,90.0,3,224
5596,Thanisandra,1546.0,3,95.0,3,209
5597,others,2260.0,3,80.0,2,230
5598,others,2700.0,3,90.0,4,230
5599,JP Nagar,3000.0,3,150.0,4,109
5600,others,375.0,1,26.0,1,230
5601,Balagere,1007.0,2,66.0,2,25
5602,Kanakpura Road,1590.0,1,125.0,1,127
5603,Hennur Road,1020.0,2,47.0,2,96
5604,others,800.0,3,59.5,2,230
5605,Marathahalli,1125.0,2,55.0,2,161
5606,others,909.0,2,43.0,3,230
5607,others,1400.0,2,85.0,2,230
5608,Kadugodi,1152.0,2,61.0,2,117
5609,Subramanyapura,958.0,2,34.49,2,205
5610,Bellandur,1310.0,2,85.0,2,40
5611,Hosur Road,1590.0,2,126.0,3,104
5612,Green Glen Layout,1645.0,3,110.0,3,83
5613,others,1800.0,2,100.0,3,230
5614,Thanisandra,1087.0,1,38.535,1,209
5615,others,925.0,2,70.0,2,230
5616,Basavangudi,1542.14,3,120.0,3,35
5617,Thanisandra,1430.0,2,54.0,3,209
5618,Bommanahalli,1020.0,2,55.0,2,47
5619,Electronic City Phase II,1140.0,2,32.92,2,75
5620,Anekal,967.0,2,45.0,3,17
5621,Hebbal,2470.0,4,203.0,4,92
5622,others,850.0,1,35.5,2,230
5623,others,1100.0,2,32.0,2,230
5624,Thanisandra,1697.0,3,110.0,3,209
5625,Varthur,1250.0,2,47.0,2,217
5626,Gottigere,1120.0,2,50.0,2,82
5627,NRI Layout,1200.0,4,95.0,4,168
5628,Hennur Road,5100.0,6,375.0,5,96
5629,Hebbal,1200.0,2,52.0,2,92
5630,Devarachikkanahalli,1417.0,2,76.0,3,66
5631,Thanisandra,1492.0,3,88.0,3,209
5632,Devanahalli,1498.0,3,79.15,3,65
5633,Kundalahalli,1010.0,2,48.27,2,150
5634,Channasandra,1050.0,2,35.0,2,56
5635,Hegde Nagar,1847.0,3,125.0,3,94
5636,others,1200.0,2,55.0,2,230
5637,Bellandur,982.0,2,37.28,2,40
5638,Hegde Nagar,2144.6,4,145.0,3,94
5639,Kengeri,750.0,2,36.5,2,135
5640,Electronic City,919.0,2,35.0,2,74
5641,Budigere,1087.0,2,54.3,2,52
5642,others,1480.0,3,74.0,3,230
5643,Tindlu,1180.0,2,52.0,2,213
5644,Jigani,1221.0,3,65.0,3,113
5645,Thanisandra,2072.0,3,122.0,3,209
5646,Whitefield,1600.0,3,69.0,3,224
5647,Sahakara Nagar,2200.0,3,98.0,3,190
5648,Kaikondrahalli,1253.0,2,81.5,2,120
5649,Hennur Road,1061.0,2,54.92,2,96
5650,Marathahalli,1950.0,3,115.0,3,161
5651,Marathahalli,1250.0,2,68.0,2,161
5652,Hennur Road,1585.0,2,80.0,3,96
5653,Kammasandra,1015.0,2,37.0,2,125
5654,Marathahalli,1125.0,2,56.8,2,161
5655,Electronic City Phase II,1116.0,2,40.0,2,75
5656,Kasavanhalli,4000.0,4,325.0,4,130
5657,Old Madras Road,1300.0,2,100.0,2,177
5658,Raja Rajeshwari Nagar,1419.0,2,60.42,2,184
5659,others,1310.0,2,55.0,3,230
5660,Thigalarapalya,2072.0,4,152.0,3,210
5661,Kaggadasapura,1240.0,2,58.58,2,118
5662,Chamrajpet,1565.0,3,98.91,3,54
5663,Budigere,1820.0,3,89.0,3,52
5664,Gubbalala,2500.0,3,88.0,3,84
5665,Hosa Road,1245.0,2,62.0,2,101
5666,GM Palaya,1315.0,3,65.0,3,78
5667,Kenchenahalli,1410.0,2,73.0,3,134
5668,Dasarahalli,1375.0,2,60.0,2,64
5669,Old Madras Road,1299.0,2,95.0,2,177
5670,others,993.0,2,45.5,2,230
5671,Bommasandra Industrial Area,1200.0,3,45.0,2,49
5672,others,2400.0,5,180.0,4,230
5673,Hoodi,1655.0,3,131.0,3,97
5674,Whitefield,2830.0,5,190.0,4,224
5675,others,6000.0,1,276.0,1,230
5676,others,825.0,2,40.0,1,230
5677,Begur Road,1634.0,3,111.0,3,39
5678,Banaswadi,1222.0,2,80.0,2,31
5679,Gottigere,1500.0,3,63.0,3,82
5680,Akshaya Nagar,1890.0,4,100.0,3,11
5681,Hulimavu,850.0,1,39.5,2,105
5682,Whitefield,1295.0,2,78.5,2,224
5683,Sarjapur  Road,1320.0,2,100.0,2,194
5684,2nd Stage Nagarbhavi,3000.0,3,170.0,4,2
5685,Harlur,1197.0,2,82.0,2,91
5686,others,1320.0,2,60.0,3,230
